Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35005,32,technician,single,tertiary,no,696,no,yes,cellular,30,apr,270,2,293,2,failure,no
35006,31,management,married,tertiary,no,1812,no,no,cellular,30,apr,461,1,-1,0,unknown,yes
35007,34,management,married,tertiary,no,4859,no,no,cellular,30,apr,113,1,37,1,other,no
35008,33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,2,87,3,failure,yes
35009,29,management,married,tertiary,no,125,no,no,cellular,30,apr,130,2,-1,0,unknown,no
35010,37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,1,87,1,success,yes
35011,31,services,married,secondary,no,1422,no,no,cellular,30,apr,97,1,-1,0,unknown,no
35012,53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,yes
35013,23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,-1,0,unknown,no
35014,53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,-1,0,unknown,yes
35015,32,technician,single,tertiary,no,4,yes,no,cellular,30,apr,311,1,-1,0,unknown,no
35016,30,admin.,single,secondary,no,414,no,no,cellular,30,apr,64,1,-1,0,unknown,no
35017,45,technician,married,tertiary,no,31630,no,no,cellular,30,apr,209,1,-1,0,unknown,no
35018,31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes
35019,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
35020,31,technician,married,secondary,no,477,no,no,cellular,30,apr,146,1,-1,0,unknown,no
35021,30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,3,-1,0,unknown,yes
35022,24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,354,1,-1,0,unknown,yes
35023,33,management,single,tertiary,no,1431,no,no,cellular,30,apr,94,1,85,2,failure,no
35024,56,management,divorced,unknown,no,2986,no,no,cellular,30,apr,124,1,-1,0,unknown,no
35025,28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,1,-1,0,unknown,yes
35026,59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,173,2,-1,0,unknown,no
35027,20,student,single,secondary,no,502,no,no,cellular,30,apr,261,1,-1,0,unknown,yes
35028,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
35029,26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,-1,0,unknown,yes
35030,35,technician,married,secondary,no,518,yes,no,cellular,30,apr,616,1,-1,0,unknown,yes
35031,32,management,single,tertiary,no,796,no,yes,cellular,30,apr,198,1,160,1,failure,no
35032,29,admin.,single,secondary,no,719,no,no,cellular,30,apr,76,1,-1,0,unknown,no
35033,28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes
35034,58,retired,married,secondary,no,801,no,no,cellular,30,apr,249,1,85,1,other,no
35035,32,management,married,tertiary,no,628,no,no,cellular,30,apr,280,1,-1,0,unknown,no
35036,30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,yes
35037,25,admin.,single,secondary,no,483,no,yes,cellular,30,apr,68,1,86,1,success,no
35038,32,management,married,tertiary,no,4733,no,no,cellular,30,apr,532,1,-1,0,unknown,yes
35039,33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,yes
35040,36,self-employed,single,tertiary,no,351,no,no,cellular,30,apr,78,1,84,1,failure,no
35041,31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,2,87,2,other,no
35042,31,services,single,secondary,no,1599,no,no,cellular,30,apr,226,1,78,2,success,no
35043,38,blue-collar,single,secondary,no,0,no,no,cellular,30,apr,102,1,-1,0,unknown,no
35044,32,admin.,divorced,secondary,no,4,yes,no,cellular,30,apr,48,1,-1,0,unknown,no
35045,29,technician,married,secondary,no,132,yes,yes,cellular,30,apr,88,1,-1,0,unknown,no
35046,38,housemaid,married,primary,no,196,no,no,cellular,30,apr,574,1,-1,0,unknown,yes
35047,52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,1,-1,0,unknown,yes
35048,38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
35049,31,management,single,tertiary,no,2915,no,no,cellular,30,apr,228,1,86,1,failure,no
35050,41,unemployed,divorced,primary,no,487,no,no,cellular,30,apr,157,1,-1,0,unknown,no
35051,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
35052,29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes
35053,26,student,single,tertiary,no,2,no,no,cellular,30,apr,120,2,-1,0,unknown,no
35054,55,management,single,tertiary,no,0,no,no,cellular,30,apr,156,3,-1,0,unknown,no
35055,58,retired,married,primary,no,2969,no,no,telephone,30,apr,130,1,-1,0,unknown,no
35056,30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown,yes
35057,56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,unknown,no
35058,37,management,married,tertiary,no,57,no,no,cellular,30,apr,96,2,84,1,success,no
35059,40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,1,-1,0,unknown,yes
35060,23,technician,single,unknown,no,314,no,no,cellular,30,apr,666,1,-1,0,unknown,no
35061,44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,-1,0,unknown,no
35062,31,services,single,secondary,no,181,no,no,cellular,30,apr,325,1,-1,0,unknown,yes
35063,24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,-1,0,unknown,yes
35064,25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,1,-1,0,unknown,yes
35065,47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes
35066,34,self-employed,married,tertiary,no,442,yes,no,cellular,30,apr,69,1,164,2,other,no
35067,33,student,single,unknown,no,1170,no,no,cellular,30,apr,352,1,-1,0,unknown,yes
35068,34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes
35069,47,technician,married,secondary,no,0,yes,no,cellular,30,apr,81,1,164,1,failure,no
35070,36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes
35071,25,technician,married,tertiary,no,400,no,no,cellular,30,apr,352,1,-1,0,unknown,no
35072,50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,1,-1,0,unknown,yes
35073,31,self-employed,single,tertiary,no,1815,no,no,telephone,30,apr,107,1,80,1,success,no
35074,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
35075,31,services,single,tertiary,no,620,no,no,cellular,30,apr,214,1,87,1,failure,no
35076,54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,yes
35077,32,management,single,tertiary,no,566,no,no,cellular,30,apr,114,2,-1,0,unknown,no
35078,38,management,divorced,secondary,no,257,yes,no,cellular,30,apr,435,1,-1,0,unknown,yes
35079,53,blue-collar,married,secondary,no,6112,no,no,cellular,30,apr,211,1,86,1,success,no
35080,56,retired,married,primary,no,1947,no,no,cellular,30,apr,441,2,-1,0,unknown,no
35081,47,technician,married,tertiary,no,2408,no,no,cellular,30,apr,376,1,-1,0,unknown,yes
35082,31,admin.,married,secondary,no,35,no,no,cellular,30,apr,615,1,-1,0,unknown,yes
35083,36,management,married,tertiary,no,393,yes,no,cellular,30,apr,555,2,-1,0,unknown,yes
35084,58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,-1,0,unknown,yes
35085,25,student,single,secondary,no,2354,no,no,cellular,30,apr,149,1,84,7,success,no
35086,35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,yes
35087,43,blue-collar,married,secondary,no,2105,no,no,telephone,30,apr,93,2,-1,0,unknown,no
35088,28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes
35089,53,unemployed,married,primary,no,142,no,no,cellular,30,apr,168,2,-1,0,unknown,no
35090,25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,yes
35091,51,management,single,tertiary,no,5341,no,no,cellular,30,apr,184,2,-1,0,unknown,no
35092,52,blue-collar,married,secondary,no,1319,no,no,telephone,30,apr,37,2,-1,0,unknown,no
35093,57,housemaid,divorced,unknown,no,11632,no,no,telephone,30,apr,71,2,-1,0,unknown,no
35094,43,unemployed,married,secondary,no,775,no,no,cellular,30,apr,488,1,-1,0,unknown,no
35095,41,entrepreneur,married,secondary,no,30,no,no,cellular,30,apr,460,1,-1,0,unknown,yes
35096,46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,yes
35097,27,blue-collar,single,primary,no,3342,yes,no,cellular,30,apr,761,2,330,4,failure,no
35098,35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,1,87,1,failure,yes
35099,49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,2,-1,0,unknown,yes
35100,23,technician,single,secondary,no,598,no,no,cellular,30,apr,166,1,-1,0,unknown,no
35101,58,blue-collar,married,unknown,no,3585,no,no,cellular,30,apr,122,1,167,1,success,no
35102,47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes
35103,25,management,single,tertiary,no,436,no,no,cellular,30,apr,132,2,-1,0,unknown,no
35104,54,management,married,unknown,no,527,yes,no,cellular,30,apr,112,1,281,3,failure,no
35105,26,student,single,unknown,no,2503,no,no,cellular,30,apr,121,1,63,2,failure,no
35106,35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown,yes
35107,30,technician,single,unknown,no,766,no,no,cellular,30,apr,296,1,-1,0,unknown,no
35108,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
35109,30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,2,-1,0,unknown,yes
35110,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
35111,58,retired,married,secondary,no,919,yes,yes,cellular,30,apr,329,2,346,2,failure,no
35112,49,admin.,single,unknown,no,1226,no,no,cellular,30,apr,400,1,-1,0,unknown,no
35113,38,technician,married,secondary,no,865,yes,no,cellular,30,apr,503,3,-1,0,unknown,no
35114,31,management,single,tertiary,no,1619,no,no,cellular,30,apr,327,2,-1,0,unknown,yes
35115,49,blue-collar,married,secondary,no,298,yes,no,cellular,30,apr,264,2,86,3,failure,no
35116,57,admin.,married,primary,no,1119,no,no,cellular,30,apr,176,2,-1,0,unknown,no
35117,30,blue-collar,married,secondary,no,4389,yes,no,cellular,30,apr,82,6,-1,0,unknown,no
35118,41,admin.,married,primary,no,1316,yes,no,cellular,30,apr,127,3,-1,0,unknown,no
35119,39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,no
35120,44,blue-collar,married,secondary,no,630,no,no,cellular,30,apr,192,2,-1,0,unknown,no
35121,30,student,single,secondary,no,25,no,no,telephone,30,apr,44,1,-1,0,unknown,no
35122,70,technician,married,secondary,no,3020,no,no,telephone,30,apr,56,1,-1,0,unknown,no
35123,35,management,married,tertiary,no,71,yes,no,cellular,30,apr,510,2,-1,0,unknown,no
35124,55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,-1,0,unknown,yes
35125,30,management,single,tertiary,no,620,yes,no,cellular,30,apr,513,1,-1,0,unknown,no
35126,25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,unknown,yes
35127,47,blue-collar,married,secondary,no,2173,yes,no,cellular,30,apr,189,3,344,5,failure,no
35128,26,technician,single,secondary,no,507,no,no,cellular,30,apr,380,1,-1,0,unknown,yes
35129,85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,-1,0,unknown,yes
35130,39,management,married,tertiary,no,4539,no,no,cellular,30,apr,301,1,-1,0,unknown,no
35131,46,technician,married,unknown,no,3914,yes,no,cellular,30,apr,247,1,-1,0,unknown,no
35132,34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,unknown,no
35133,34,student,single,unknown,no,1281,no,no,cellular,30,apr,109,1,-1,0,unknown,no
35134,35,technician,married,secondary,no,-288,yes,yes,cellular,30,apr,126,3,-1,0,unknown,no
35135,25,technician,single,secondary,no,1105,yes,no,cellular,30,apr,195,1,13,1,failure,no
35136,55,blue-collar,married,primary,no,3297,yes,yes,telephone,30,apr,96,1,-1,0,unknown,no
35137,35,admin.,single,secondary,no,206,yes,no,cellular,30,apr,144,2,-1,0,unknown,no
35138,45,admin.,married,secondary,no,1435,yes,no,cellular,30,apr,257,1,-1,0,unknown,no
35139,59,housemaid,married,primary,no,182,no,no,cellular,30,apr,92,1,86,1,failure,no
35140,33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes
35141,30,technician,married,secondary,no,1660,yes,no,cellular,30,apr,236,1,-1,0,unknown,no
35142,36,management,married,tertiary,no,2957,yes,yes,cellular,30,apr,193,2,265,3,success,no
35143,29,management,single,tertiary,no,2753,no,no,cellular,30,apr,645,1,-1,0,unknown,yes
35144,39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
35145,45,technician,married,secondary,no,89,yes,no,cellular,30,apr,73,2,350,2,failure,no
35146,33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes
35147,38,technician,single,secondary,no,565,yes,no,cellular,30,apr,1143,1,-1,0,unknown,yes
35148,33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes
35149,58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,2,164,4,other,yes
35150,32,management,single,tertiary,no,697,no,no,cellular,30,apr,210,3,-1,0,unknown,no
35151,61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,427,3,-1,0,unknown,yes
35152,32,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,-1,0,unknown,yes
35153,35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,2,-1,0,unknown,yes
35154,32,management,married,tertiary,no,1388,yes,no,cellular,30,apr,753,1,-1,0,unknown,yes
35155,41,management,married,tertiary,no,27696,no,no,cellular,30,apr,108,1,-1,0,unknown,no
35156,29,management,married,tertiary,no,30,no,no,cellular,30,apr,139,1,-1,0,unknown,no
35157,29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95,1,-1,0,unknown,no
35158,50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,2,-1,0,unknown,yes
35159,31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,-1,0,unknown,yes
35160,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,-1,0,unknown,yes
35161,54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,yes
35162,33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,2,-1,0,unknown,yes
35163,48,management,married,secondary,no,36686,no,no,cellular,30,apr,295,1,-1,0,unknown,no
35164,36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,1,-1,0,unknown,yes
35165,31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,yes
35166,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
35167,28,services,single,primary,no,307,no,no,cellular,30,apr,132,1,-1,0,unknown,no
35168,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
35169,49,housemaid,divorced,secondary,no,0,no,no,telephone,30,apr,136,2,-1,0,unknown,no
35170,24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,-1,0,unknown,yes
35171,29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown,yes
35172,27,admin.,married,tertiary,no,73,no,no,cellular,30,apr,374,1,79,1,success,no
35173,40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,-1,0,unknown,yes
35174,26,self-employed,single,tertiary,no,553,no,no,cellular,30,apr,347,3,-1,0,unknown,no
35175,28,self-employed,single,secondary,no,68,no,no,cellular,30,apr,157,1,-1,0,unknown,no
35176,29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
35177,30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
35178,24,student,single,secondary,no,160,no,no,cellular,4,may,109,2,-1,0,unknown,no
35179,33,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119,2,-1,0,unknown,no
35180,57,management,married,tertiary,no,350,no,no,telephone,4,may,87,3,-1,0,unknown,no
35181,31,student,single,tertiary,no,0,no,no,cellular,4,may,47,2,-1,0,unknown,no
35182,26,self-employed,married,tertiary,no,219,no,no,cellular,4,may,104,5,-1,0,unknown,no
35183,45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,2,-1,0,unknown,yes
35184,37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,success,no
35185,37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,yes
35186,29,student,single,secondary,no,1854,no,no,telephone,4,may,390,3,-1,0,unknown,no
35187,36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,-1,0,unknown,yes
35188,52,management,married,tertiary,no,1356,yes,no,cellular,4,may,312,2,-1,0,unknown,no
35189,60,blue-collar,married,primary,no,1723,no,no,cellular,4,may,160,4,83,3,failure,no
35190,27,student,single,unknown,no,1444,no,no,cellular,4,may,130,1,91,2,failure,no
35191,27,technician,single,secondary,no,1511,yes,no,cellular,4,may,74,1,-1,0,unknown,no
35192,40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other,no
35193,36,management,married,tertiary,no,130,no,no,cellular,4,may,65,1,-1,0,unknown,no
35194,40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,91,3,success,yes
35195,50,management,single,unknown,no,1277,no,no,cellular,4,may,63,1,-1,0,unknown,no
35196,34,management,single,tertiary,no,1058,yes,no,cellular,4,may,240,1,-1,0,unknown,no
35197,28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
35198,33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,1,91,1,failure,yes
35199,31,services,single,secondary,no,125,no,no,cellular,4,may,200,1,91,1,failure,no
35200,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
35201,56,management,married,tertiary,no,2333,no,no,cellular,4,may,244,1,-1,0,unknown,yes
35202,46,management,married,tertiary,no,1446,no,no,cellular,4,may,359,1,-1,0,unknown,no
35203,34,technician,single,tertiary,no,992,yes,no,cellular,4,may,301,1,88,2,success,no
35204,39,admin.,married,secondary,no,140,no,no,cellular,4,may,40,5,-1,0,unknown,no
35205,20,student,married,unknown,no,292,no,no,cellular,4,may,45,1,-1,0,unknown,no
35206,45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,-1,0,unknown,yes
35207,33,management,single,tertiary,no,417,yes,no,cellular,4,may,170,2,87,1,failure,no
35208,50,management,divorced,tertiary,no,1270,yes,no,cellular,4,may,24,3,-1,0,unknown,no
35209,25,student,single,tertiary,no,253,no,no,cellular,4,may,597,1,-1,0,unknown,yes
35210,41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,yes
35211,38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,90,1,success,yes
35212,47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
35213,60,admin.,divorced,secondary,no,4519,no,no,cellular,4,may,136,1,91,1,failure,no
35214,49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,yes
35215,34,management,single,tertiary,no,14,yes,no,telephone,4,may,47,1,-1,0,unknown,no
35216,36,services,single,secondary,no,365,no,no,cellular,4,may,643,1,-1,0,unknown,yes
35217,36,technician,married,tertiary,no,911,yes,yes,cellular,4,may,275,3,-1,0,unknown,no
35218,37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115,1,-1,0,unknown,no
35219,42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,yes
35220,24,student,single,unknown,no,0,no,no,cellular,4,may,90,2,-1,0,unknown,no
35221,33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,1,66,1,success,yes
35222,26,services,single,secondary,no,256,yes,no,cellular,4,may,101,2,-1,0,unknown,no
35223,49,admin.,married,secondary,no,3620,no,no,cellular,4,may,346,2,-1,0,unknown,no
35224,25,services,single,secondary,no,642,yes,yes,cellular,4,may,364,2,-1,0,unknown,no
35225,40,blue-collar,married,primary,no,-388,yes,no,cellular,4,may,195,3,340,1,failure,no
35226,36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,11,-1,0,unknown,yes
35227,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
35228,31,management,single,tertiary,no,630,no,no,cellular,4,may,95,2,91,2,failure,no
35229,30,management,single,tertiary,no,220,yes,no,cellular,4,may,233,2,-1,0,unknown,no
35230,44,blue-collar,single,secondary,no,0,yes,no,cellular,4,may,64,2,19,1,failure,no
35231,52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,4,1,success,no
35232,33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
35233,22,admin.,single,tertiary,no,897,yes,no,cellular,4,may,98,4,89,4,success,no
35234,60,housemaid,married,primary,no,2580,no,no,telephone,4,may,15,5,-1,0,unknown,no
35235,60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,263,4,failure,yes
35236,33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,3,-1,0,unknown,yes
35237,29,services,single,tertiary,no,8947,yes,no,cellular,4,may,535,2,-1,0,unknown,no
35238,39,services,married,secondary,no,8876,no,no,cellular,4,may,106,1,91,2,failure,no
35239,32,student,single,tertiary,no,214,no,no,cellular,4,may,117,1,-1,0,unknown,no
35240,28,management,single,tertiary,no,672,no,no,cellular,4,may,174,1,-1,0,unknown,no
35241,45,services,married,tertiary,no,4958,no,no,cellular,4,may,212,4,-1,0,unknown,no
35242,33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,yes
35243,35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
35244,33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes
35245,67,retired,married,unknown,no,696,no,no,telephone,4,may,77,2,-1,0,unknown,no
35246,57,admin.,single,secondary,no,738,no,no,cellular,4,may,490,3,168,1,failure,no
35247,32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,83,3,success,yes
35248,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,378,3,-1,0,unknown,no
35249,49,management,married,tertiary,no,1,yes,no,cellular,4,may,7,4,-1,0,unknown,no
35250,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,350,2,success,yes
35251,28,student,single,secondary,no,891,no,no,telephone,4,may,34,6,-1,0,unknown,no
35252,48,management,divorced,tertiary,no,428,yes,no,cellular,4,may,347,2,167,2,failure,no
35253,49,blue-collar,married,primary,no,1133,yes,no,cellular,4,may,291,3,-1,0,unknown,no
35254,39,admin.,married,secondary,no,563,yes,no,cellular,4,may,190,3,-1,0,unknown,no
35255,35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
35256,28,admin.,single,secondary,no,1842,yes,no,cellular,4,may,92,2,-1,0,unknown,no
35257,34,management,single,tertiary,no,2187,yes,no,cellular,4,may,26,5,-1,0,unknown,no
35258,28,blue-collar,married,primary,no,-65,yes,no,cellular,4,may,90,4,-1,0,unknown,no
35259,47,management,married,secondary,no,2010,no,no,telephone,4,may,222,6,-1,0,unknown,no
35260,42,management,single,tertiary,no,10907,no,no,cellular,4,may,74,3,-1,0,unknown,no
35261,31,management,single,tertiary,no,6495,no,no,cellular,4,may,383,2,35,3,failure,no
35262,26,admin.,single,secondary,no,160,no,yes,cellular,4,may,172,2,-1,0,unknown,no
35263,41,admin.,married,tertiary,no,1536,no,no,cellular,4,may,54,2,-1,0,unknown,no
35264,44,admin.,married,secondary,no,10354,no,no,telephone,4,may,96,1,-1,0,unknown,no
35265,29,management,married,tertiary,no,451,no,no,cellular,4,may,54,1,96,1,failure,no
35266,26,management,single,tertiary,no,4683,yes,no,cellular,4,may,334,2,180,1,failure,no
35267,22,student,single,secondary,no,1925,no,no,cellular,4,may,180,1,-1,0,unknown,no
35268,36,management,single,tertiary,no,1876,no,no,cellular,4,may,150,1,-1,0,unknown,no
35269,50,management,married,tertiary,no,346,no,no,cellular,4,may,76,2,87,1,success,no
35270,41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
35271,57,retired,divorced,primary,no,606,no,no,cellular,4,may,227,2,-1,0,unknown,no
35272,25,student,single,secondary,no,41,yes,no,telephone,4,may,101,2,-1,0,unknown,no
35273,26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,unknown,no
35274,36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,-1,0,unknown,yes
35275,31,services,married,secondary,no,2083,yes,no,cellular,4,may,190,3,355,2,other,no
35276,32,technician,married,secondary,no,282,yes,no,cellular,4,may,257,2,-1,0,unknown,no
35277,34,self-employed,married,secondary,no,1813,no,no,cellular,4,may,370,5,-1,0,unknown,no
35278,33,blue-collar,married,secondary,no,-208,yes,yes,cellular,4,may,306,3,360,1,failure,no
35279,41,blue-collar,married,secondary,no,72,yes,no,cellular,4,may,130,3,312,3,failure,no
35280,36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success,yes
35281,41,blue-collar,married,secondary,no,1354,yes,no,cellular,4,may,106,2,-1,0,unknown,no
35282,19,student,single,unknown,no,5368,no,no,cellular,4,may,77,6,-1,0,unknown,no
35283,33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,no
35284,40,unemployed,single,secondary,no,356,yes,no,cellular,4,may,225,2,339,2,failure,no
35285,33,admin.,married,tertiary,no,4984,yes,no,cellular,4,may,181,2,-1,0,unknown,no
35286,59,management,married,tertiary,no,3421,no,no,cellular,4,may,121,5,-1,0,unknown,no
35287,30,management,single,tertiary,no,11278,no,no,cellular,4,may,256,3,-1,0,unknown,no
35288,42,management,married,tertiary,no,2,yes,yes,telephone,4,may,336,9,-1,0,unknown,no
35289,19,student,single,primary,no,0,no,no,cellular,4,may,72,4,-1,0,unknown,no
35290,51,blue-collar,married,primary,no,296,yes,no,cellular,4,may,211,5,-1,0,unknown,no
35291,45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,-1,0,unknown,yes
35292,35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
35293,35,services,married,secondary,no,17,yes,no,cellular,4,may,110,4,-1,0,unknown,no
35294,33,unemployed,single,tertiary,no,850,no,no,cellular,4,may,324,3,-1,0,unknown,no
35295,33,blue-collar,married,primary,no,5151,yes,yes,cellular,4,may,124,3,165,5,failure,no
35296,28,management,single,tertiary,no,678,no,yes,cellular,4,may,115,3,-1,0,unknown,no
35297,38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,yes
35298,31,management,single,tertiary,no,2480,no,no,cellular,4,may,107,4,-1,0,unknown,no
35299,32,management,married,tertiary,no,2458,yes,no,cellular,4,may,77,2,-1,0,unknown,no
35300,30,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,220,4,-1,0,unknown,no
35301,31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,no
35302,33,management,married,tertiary,no,415,no,no,cellular,4,may,75,5,167,1,other,no
